ABBEYDALE,Assault (Non-domestic),,1,,,2,3,1,2,2,,,,1,,2,1,2,,1,4,2,2,3,
ABBEYDALE,Commercial Robbery,,,,,,,,,,,,,,,,,,,,1,,,,
ABBEYDALE,Street Robbery,,,,1,,1,,,1,,,,,1,,,,1,,,,,,1
ABBEYDALE,Violence 'Other' (Non-domestic),1,,,,,,1,,,,,,1,2,1,1,,,,,2,1,1,1
ABBEYDALE,Residential Break & Enter,2,2,1,1,2,1,1,3,2,3,,2,1,1,1,,4,4,3,5,2,5,,1
ABBEYDALE,Commercial Break & Enter,,,,,,1,,,,,,,,,,,,,1,1,1,,,2
ABBEYDALE,Theft OF Vehicle,,1,7,1,5,,,7,2,3,4,2,3,1,4,3,4,1,,3,1,2,1,2
ABBEYDALE,Theft FROM Vehicle,1,2,1,8,2,,4,1,3,2,3,3,3,1,3,4,1,4,4,3,7,2,1,3
ABBEYDALE,SOCIAL DISORDER,26,19,21,24,28,33,47,51,50,22,10,18,26,37,29,28,46,43,43,62,41,33,28,24
ABBEYDALE,PHYSICAL DISORDER,4,,6,3,3,2,3,4,5,1,5,2,4,2,6,5,3,3,2,6,2,8,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,
ACADIA,Assault (Non-domestic),3,2,3,2,4,3,1,3,4,5,4,1,,1,2,4,1,8,2,2,3,2,2,2
ACADIA,Commercial Robbery,,,,,,,,,2,,,,,,,1,,,,,,,1,
ACADIA,Street Robbery,,1,,,,4,,,,1,,,,,,1,,,,,2,1,,2
ACADIA,Violence 'Other' (Non-domestic),1,,2,2,,2,,2,1,1,2,,2,2,,1,1,1,,,6,2,3,
ACADIA,Residential Break & Enter,1,1,,2,2,9,5,3,1,3,4,5,1,2,4,4,1,3,2,2,3,8,6,
ACADIA,Commercial Break & Enter,2,2,2,,2,,,1,,,,,1,,1,,2,2,,1,3,2,2,
ACADIA,Theft OF Vehicle,1,2,3,4,3,1,1,,5,3,4,1,2,3,6,4,,2,4,4,1,5,1,2
ACADIA,Theft FROM Vehicle,2,4,9,8,7,19,11,12,6,6,9,5,12,4,5,5,2,9,10,20,5,12,5,2
ACADIA,SOCIAL DISORDER,57,76,91,61,85,86,97,90,87,78,72,78,52,53,52,68,80,101,71,98,71,70,57,71
ACADIA,PHYSICAL DISORDER,6,7,7,3,8,4,6,6,10,2,6,9,9,8,5,10,6,12,7,8,3,11,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,
ALBERT PARK/RADISSON HEIGHTS,Assault (Non-domestic),,5,12,5,4,4,3,9,5,3,,2,1,6,3,,7,5,5,7,5,3,2,5
ALBERT PARK/RADISSON HEIGHTS,Commercial Robbery,,,,,,,,,,,2,,,1,,,,,,,1,,,1
ALBERT PARK/RADISSON HEIGHTS,Street Robbery,1,1,,1,,1,1,,,,1,,3,,1,1,1,1,1,1,1,1,1,2
ALBERT PARK/RADISSON HEIGHTS,Violence 'Other' (Non-domestic),3,1,2,1,,2,4,3,,,,2,1,2,1,2,2,1,1,1,,,1,
ALBERT PARK/RADISSON HEIGHTS,Residential Break & Enter,2,3,16,3,1,1,4,1,3,1,1,3,1,1,3,,2,4,4,2,6,5,,1
ALBERT PARK/RADISSON HEIGHTS,Commercial Break & Enter,1,2,3,,,,,,2,,,1,,,1,,,,,,1,2,2,3
ALBERT PARK/RADISSON HEIGHTS,Theft OF Vehicle,4,3,8,5,5,2,3,1,4,2,4,1,4,3,2,6,3,6,2,1,1,6,4,3
ALBERT PARK/RADISSON HEIGHTS,Theft FROM Vehicle,5,23,9,5,5,2,12,15,6,8,5,1,,7,16,2,6,3,7,7,6,8,3,1
ALBERT PARK/RADISSON HEIGHTS,SOCIAL DISORDER,55,57,60,56,99,85,106,104,94,63,60,46,47,47,57,89,78,82,138,114,87,81,67,60
ALBERT PARK/RADISSON HEIGHTS,PHYSICAL DISORDER,1,7,17,12,10,4,7,8,10,9,3,7,9,3,6,4,9,7,9,7,6,4,12,1
,,,,,,,,,,,,,,,,,,,,,,,,,
ALTADORE,Assault (Non-domestic),,,1,,2,2,2,1,1,3,3,1,,1,1,,,1,,,,2,,1
ALTADORE,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
ALTADORE,Street Robbery,1,,,,,,,,,,,,,,,,,,,,,,,
ALTADORE,Violence 'Other' (Non-domestic),,,,,,,,,1,,,1,,,2,,1,,,1,1,1,,
ALTADORE,Residential Break & Enter,1,5,10,2,1,6,,1,2,6,12,6,,5,4,4,5,3,4,4,8,4,3,2
ALTADORE,Commercial Break & Enter,1,,,2,1,2,,,7,6,2,2,1,1,2,1,1,,,2,3,,,2
ALTADORE,Theft OF Vehicle,3,3,,4,1,2,6,3,2,3,,2,3,,1,,2,1,1,2,1,2,1,
ALTADORE,Theft FROM Vehicle,1,7,8,5,14,10,2,8,14,8,8,,19,12,5,4,3,9,6,12,6,7,8,15
ALTADORE,SOCIAL DISORDER,13,11,17,27,31,31,35,30,22,18,16,25,19,31,20,25,39,44,20,43,32,29,19,23
ALTADORE,PHYSICAL DISORDER,7,7,4,5,5,3,,1,4,2,3,4,5,4,2,3,3,4,5,3,8,5,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,
ALYTH/BONNYBROOK,Assault (Non-domestic),,,,,,,1,,,,,,,,,,1,1,,,,,,
ALYTH/BONNYBROOK,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
ALYTH/BONNYBROOK,Street Robbery,,,,,,,,,,,,,,,,,,,,1,,,,
ALYTH/BONNYBROOK,Violence 'Other' (Non-domestic),1,,,,,,,,,,,,,1,,,,,,,,,,
ALYTH/BONNYBROOK,Residential Break & Enter,,,,,,1,,1,,,1,,,,,,,1,,,,1,,
ALYTH/BONNYBROOK,Commercial Break & Enter,1,1,2,1,1,3,2,,,2,5,3,,1,3,2,1,,1,1,1,3,3,3
ALYTH/BONNYBROOK,Theft OF Vehicle,,1,1,2,1,3,,1,,1,3,3,1,,3,,,,,2,,1,,1
ALYTH/BONNYBROOK,Theft FROM Vehicle,,1,,1,,1,1,,1,,1,,,3,,,,,5,,,,,3
ALYTH/BONNYBROOK,SOCIAL DISORDER,14,11,7,7,14,13,20,13,6,9,7,6,5,5,11,9,9,6,8,14,13,8,10,6
ALYTH/BONNYBROOK,PHYSICAL DISORDER,3,1,4,3,5,5,1,6,2,2,1,4,1,3,1,3,,4,5,2,2,5,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,
APPLEWOOD PARK,Assault (Non-domestic),,1,,,1,2,1,1,,,,,,,1,,,,,,1,1,,
APPLEWOOD PARK,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,2,,,
APPLEWOOD PARK,Street Robbery,1,,,,,,,,,,,,,,,1,1,,,,,,,
APPLEWOOD PARK,Violence 'Other' (Non-domestic),,1,2,,,,2,,2,,,,1,,,1,,,,1,2,,3,
APPLEWOOD PARK,Residential Break & Enter,2,4,5,3,,2,,2,3,1,1,,2,1,2,,,4,4,,7,11,3,2
APPLEWOOD PARK,Commercial Break & Enter,,,,1,,,,,,,,,1,,1,,,1,2,1,,,,
APPLEWOOD PARK,Theft OF Vehicle,,1,1,,1,1,1,2,,2,3,1,1,2,1,1,1,1,2,2,,2,1,2
APPLEWOOD PARK,Theft FROM Vehicle,5,,2,1,2,,6,1,5,3,1,,2,1,2,1,,1,13,2,2,1,2,3
APPLEWOOD PARK,SOCIAL DISORDER,28,17,25,23,22,24,38,23,31,23,20,18,7,16,23,23,38,27,42,26,17,22,20,16
APPLEWOOD PARK,PHYSICAL DISORDER,4,3,3,5,3,5,2,7,1,,2,2,,1,1,1,,1,2,9,5,4,2,
,,,,,,,,,,,,,,,,,,,,,,,,,
ARBOUR LAKE,Assault (Non-domestic),,1,1,,2,,,1,2,,,,2,,2,1,3,2,,2,1,1,,
ARBOUR LAKE,Commercial Robbery,1,,,,,,,,,,,,,,,,,,,,,,1,
ARBOUR LAKE,Street Robbery,2,2,,,,,1,,,1,1,,,,,,,,,,,,,
ARBOUR LAKE,Violence 'Other' (Non-domestic),1,,1,1,2,1,2,1,1,,1,,,1,,1,1,,,,,,,
ARBOUR LAKE,Residential Break & Enter,1,2,,1,1,1,2,4,1,1,2,,1,,2,1,,3,,3,2,1,1,5
ARBOUR LAKE,Commercial Break & Enter,3,1,2,1,1,4,,,,4,9,5,1,1,2,,,,,5,2,,,3
ARBOUR LAKE,Theft OF Vehicle,,1,,1,1,1,2,1,1,1,2,2,,2,2,3,3,,2,,1,4,,3
ARBOUR LAKE,Theft FROM Vehicle,2,1,1,4,6,11,13,5,4,1,10,6,2,4,4,7,7,4,2,3,4,5,4,7
ARBOUR LAKE,SOCIAL DISORDER,32,44,33,44,62,70,62,57,51,44,31,34,37,35,64,42,70,56,51,56,69,56,69,56
ARBOUR LAKE,PHYSICAL DISORDER,7,9,7,9,6,9,7,3,1,4,2,4,1,1,4,4,9,6,4,3,5,6,5,20
,,,,,,,,,,,,,,,,,,,,,,,,,
ASPEN WOODS,Assault (Non-domestic),,,,,1,,1,1,,,,,,,,,,,,1,,,,
ASPEN WOODS,Commercial Robbery,,,,,,,,,,,,,,,,,,,,,,,,
ASPEN WOODS,Street Robbery,,,,,,,,,,,,,,,,,,,,1,,,,
ASPEN WOODS,Violence 'Other' (Non-domestic),1,,,,,,,,,,,,,,,,,,1,,,,,
ASPEN WOODS,Residential Break & Enter,,,,,2,,1,,1,1,,,1,,1,2,,,,,1,,1,
ASPEN WOODS,Commercial Break & Enter,,3,1,4,,2,,2,,3,3,2,,,,,1,,2,,2,,,
ASPEN WOODS,Theft OF Vehicle,1,,,,4,1,,1,1,,1,,,,,1,,,,,,,,
ASPEN WOODS,Theft FROM Vehicle,,,,,13,3,1,,2,1,,1,1,1,1,,,,,3,1,,,
